Cell_1,0.483744
Cell_2,0.982681
Cell_3,0.253561
Cell_4,0.698498
Cell_5,0.756608
Cell_6,0.987375
Cell_7,0.993861
Cell_8,0.375211
Cell_9,0.120270
Cell_10,0.000000
Cell_11,0.254621
Cell_12,0.484702
Cell_15,1.714011
Cell_16,1.668302
Cell_17,0.945363
Cell_18,1.224185
Cell_19,2.139485
Cell_20,0.975129
Cell_21,2.342192
Cell_22,1.158369
Cell_23,1.696991
Cell_24,1.555589
Cell_25,1.594994
Cell_26,1.526489
Cell_27,10.071442
Cell_28,9.761552
Cell_29,9.688156
Cell_30,10.382568
Cell_31,10.471201
Cell_32,10.489147
Cell_33,10.443285
Cell_34,9.769183
Cell_35,3.926099
Cell_36,4.179615
Cell_37,4.034179
Cell_38,4.164375
Cell_39,8.966736
Cell_40,8.522306
Cell_41,9.347643
Cell_42,8.740893
Cell_43,8.909874
Cell_44,9.094231
Cell_45,8.965251
Cell_46,9.541395
Cell_47,11.642682
Cell_48,12.733447
Cell_49,8.409042
Cell_50,11.698363
Cell_51,12.260749
Cell_52,12.833361
Cell_53,11.916075
Cell_54,8.404670
Cell_55,12.560121
Cell_56,12.382040
Cell_57,12.120698
Cell_58,12.127309
Cell_59,13.011102
Cell_60,11.697357
Cell_61,11.783859
Cell_62,12.347938
Cell_63,21.807273
Cell_64,21.120981
Cell_65,21.519689
Cell_66,21.899927
Cell_67,21.591465
Cell_68,21.164306
Cell_69,21.012112
Cell_70,21.291531
Cell_71,20.544691
Cell_72,21.101926
Cell_73,20.736101
Cell_74,21.582265
Cell_75,21.056184
Cell_76,20.878759
Cell_77,21.009769
Cell_78,21.797925
Cell_79,22.714908
Cell_80,22.491530
Cell_81,22.454970
Cell_82,21.666694
Cell_83,22.944824
Cell_84,22.411632
Cell_85,22.625620
Cell_86,22.115040
Cell_87,22.293218
Cell_88,22.162744
Cell_89,21.958618
Cell_90,23.471780
Cell_91,22.454970
Cell_92,22.529647
Cell_358,40.081135
Cell_359,38.841317
Cell_360,42.392168
Cell_361,41.770585
Cell_362,41.287046
Cell_363,42.780475
Cell_364,36.029847
Cell_365,39.124360
Cell_366,35.938785
Cell_367,40.821198
Cell_368,39.454269
Cell_369,41.332824
Cell_370,43.676658
Cell_371,42.447017
Cell_372,41.294910
Cell_373,42.694880
Cell_374,42.401686
Cell_375,43.130401
Cell_376,42.958715
Cell_377,42.000417
Cell_378,40.877013
Cell_379,43.384757
Cell_380,41.803206
Cell_381,43.831491
Cell_382,44.247825
Cell_383,39.825643
Cell_384,43.206730
Cell_385,43.258777
Cell_386,40.204473
Cell_387,41.327603
Cell_388,42.206530
Cell_389,39.852923
Cell_390,42.625873
Cell_391,42.304490
Cell_392,40.065051
Cell_393,40.697664
Cell_394,41.685956
Cell_395,42.906247
Cell_396,41.969121
Cell_397,43.246854
Cell_398,43.412222
Cell_399,40.661371
Cell_400,43.739988
Cell_401,44.214755
Cell_402,42.396990
Cell_403,43.144684
Cell_404,38.613776
Cell_405,43.163264
Cell_406,32.819672
Cell_407,33.360936
Cell_408,33.495680
Cell_409,32.789134
Cell_410,32.841299
Cell_411,33.334654
Cell_412,37.631669
Cell_413,40.262171
Cell_414,39.761355
Cell_415,38.057610
Cell_416,38.461672
Cell_417,39.921038
Cell_418,42.718650
Cell_419,42.932267
Cell_420,39.676474
Cell_421,39.047246
Cell_422,40.905510
Cell_423,39.130149
Cell_424,39.479379
Cell_425,41.152515
Cell_426,40.721585
Cell_427,40.621402
Cell_428,38.215083
Cell_429,41.159485
Cell_430,41.545884
Cell_431,40.745057
Cell_432,38.452904
Cell_433,40.973850
Cell_434,40.642013
Cell_435,40.908418
Cell_436,40.938704
Cell_437,39.736924
Cell_438,40.019321
Cell_439,42.077479
Cell_440,41.063953
Cell_441,41.779690
Cell_442,40.422993
Cell_443,41.841891
