Cell_1,65.018107
Cell_2,63.623023
Cell_3,63.959024
Cell_4,62.336619
Cell_5,63.690829
Cell_6,62.263240
Cell_7,64.993417
Cell_8,64.105413
Cell_9,63.648252
Cell_10,64.923052
Cell_11,64.755467
Cell_12,64.815046
Cell_15,65.299810
Cell_16,65.987436
Cell_17,66.478427
Cell_18,66.096924
Cell_19,65.379648
Cell_20,65.635987
Cell_21,64.282855
Cell_22,63.879896
Cell_23,64.131645
Cell_24,64.515566
Cell_25,63.157395
Cell_26,63.082154
Cell_27,70.192790
Cell_28,70.793801
Cell_29,69.661300
Cell_30,69.538895
Cell_31,71.342689
Cell_32,70.516545
Cell_33,70.430784
Cell_34,69.116968
Cell_35,66.159018
Cell_36,66.191938
Cell_37,65.371630
Cell_38,66.087378
Cell_39,68.753708
Cell_40,69.082385
Cell_41,69.170842
Cell_42,69.586250
Cell_43,70.434759
Cell_44,70.349557
Cell_45,70.197606
Cell_46,71.334164
Cell_47,71.042784
Cell_48,69.965911
Cell_49,65.018107
Cell_50,70.054586
Cell_51,70.661134
Cell_52,70.363672
Cell_53,70.837103
Cell_54,65.000440
Cell_55,71.617671
Cell_56,72.138575
Cell_57,72.644947
Cell_58,71.987439
Cell_59,71.713852
Cell_60,72.288795
Cell_61,72.221286
Cell_62,71.278504
Cell_63,75.627122
Cell_64,75.627122
Cell_65,75.627122
Cell_66,75.627122
Cell_67,75.627122
Cell_68,75.627122
Cell_69,75.627122
Cell_70,75.627122
Cell_71,75.627122
Cell_72,75.627122
Cell_73,75.627122
Cell_74,75.627122
Cell_75,74.674841
Cell_76,72.943960
Cell_77,72.695562
Cell_78,75.313855
Cell_79,75.627122
Cell_80,75.627122
Cell_81,75.273468
Cell_82,73.821618
Cell_83,74.295605
Cell_84,74.852789
Cell_85,71.243619
Cell_86,74.125262
Cell_87,75.627122
Cell_88,71.693742
Cell_89,72.281324
Cell_90,75.253004
Cell_91,75.627122
Cell_92,75.627122
Cell_125,0.000000
Cell_126,0.000000
Cell_127,0.000000
Cell_128,2.347593
Cell_129,0.605070
Cell_130,0.000000
Cell_131,6.902736
Cell_132,4.891784
Cell_133,7.183211
Cell_134,3.627515
Cell_135,4.217717
Cell_136,3.432994
Cell_137,5.620105
Cell_138,5.416206
Cell_139,6.256874
Cell_140,5.126641
Cell_141,5.362093
Cell_142,5.377809
Cell_143,6.961432
Cell_144,5.705452
Cell_145,4.417772
Cell_146,4.441366
Cell_147,3.892650
Cell_148,4.601024
Cell_149,5.726874
Cell_150,1.264870
Cell_151,4.219105
Cell_152,3.060010
Cell_153,4.699146
Cell_154,2.723595
Cell_155,5.062090
Cell_156,1.955918
Cell_157,1.240211
Cell_158,7.337138
Cell_159,5.233083
Cell_160,4.391501
Cell_161,8.848615
Cell_162,8.748655
Cell_163,7.551505
Cell_164,7.660795
Cell_165,1.556453
Cell_166,3.507928
Cell_167,7.770075
Cell_168,4.417131
Cell_169,6.706570
Cell_170,15.488577
Cell_171,4.752853
Cell_172,14.016704
Cell_173,7.896935
Cell_174,8.001286
Cell_175,2.583880
Cell_176,10.572203
Cell_177,3.142829
Cell_178,9.521723
Cell_179,13.640312
Cell_180,12.615100
Cell_181,12.761421
Cell_182,13.014433
Cell_183,6.443468
Cell_184,9.501590
Cell_185,6.050920
Cell_186,11.601743
Cell_187,10.159053
Cell_188,4.194704
Cell_189,12.722282
Cell_190,9.759246
Cell_191,9.374524
Cell_192,5.519230
Cell_193,6.025041
Cell_194,9.883502
Cell_195,9.528111
Cell_196,8.098346
Cell_197,9.692906
Cell_198,9.045628
Cell_199,10.676099
Cell_200,9.514288
Cell_201,13.226156
Cell_202,13.080670
Cell_203,13.836619
Cell_204,14.349178
Cell_205,4.542047
Cell_206,3.029162
Cell_207,10.121157
