Time	10
Stage	8
Cell_1	-1.430291e+00
Cell_2	-1.007821e+00
Cell_3	-8.926802e-01
Cell_4	3.369851e-01
Cell_5	2.100897e-01
Cell_6	3.247656e-01
Cell_7	-1.224910e+00
Cell_8	-1.321966e+00
Cell_9	-1.051971e+00
Cell_10	-8.745664e-01
Cell_11	-1.361537e+00
Cell_12	-1.559345e+00
Cell_15	-1.147461e+00
Cell_16	-2.057167e+00
Cell_17	-3.614571e+00
Cell_18	-2.454678e+00
Cell_19	-1.249869e+00
Cell_20	-1.143455e+00
Cell_21	6.932589e-02
Cell_22	-5.268027e-01
Cell_23	-5.986941e-01
Cell_24	-4.748457e-01
Cell_25	2.674691e-01
Cell_26	6.314405e-02
Cell_27	-1.423216e+00
Cell_28	-3.079082e-03
Cell_29	5.142736e-01
Cell_30	-1.388152e+00
Cell_31	-1.986159e+00
Cell_32	-3.025631e+00
Cell_33	-1.833929e+00
Cell_34	-1.347770e+00
Cell_35	-7.919903e-01
Cell_36	-2.508189e-01
Cell_37	-2.000211e-01
Cell_38	-7.224607e-01
Cell_39	-9.190516e-02
Cell_40	-2.068429e+00
Cell_41	-4.124008e-01
Cell_42	-8.302525e-01
Cell_43	-1.756179e+00
Cell_44	-3.397346e+00
Cell_45	-2.030202e+00
Cell_46	-2.557829e+00
Cell_47	-7.489120e-01
Cell_48	4.564168e-01
Cell_49	-6.810233e+00
Cell_50	1.975587e+00
Cell_51	1.442001e-01
Cell_52	-3.389217e-01
Cell_53	6.314061e-01
Cell_54	-7.913105e+00
Cell_55	1.501407e-01
Cell_56	-8.344051e-01
Cell_57	-3.118032e+00
Cell_58	-3.455167e+00
Cell_59	-1.358832e+00
Cell_60	-2.316748e+00
Cell_61	-4.859867e-01
Cell_62	-1.705159e+00
Cell_63	-4.776753e+00
Cell_64	-2.284597e+00
Cell_65	-4.859906e+00
Cell_66	-3.534238e+00
Cell_67	-3.427870e+00
Cell_68	-4.355264e+00
Cell_69	-3.497412e+00
Cell_70	-2.454877e+00
Cell_71	-2.566804e+00
Cell_72	-4.617099e+00
Cell_73	-2.340898e-03
Cell_74	-4.475100e+00
Cell_75	-7.192303e-01
Cell_76	4.851857e-01
Cell_77	-1.699993e+00
Cell_78	-3.364682e+00
Cell_79	-6.933098e+00
Cell_80	-3.427048e+00
Cell_81	-4.512295e+00
Cell_82	-2.618793e+00
Cell_83	-6.775424e+00
Cell_84	-5.499079e+00
Cell_85	-7.273759e+00
Cell_86	-4.252677e+00
Cell_87	-2.991336e+00
Cell_88	-3.688117e+00
Cell_89	-9.817201e-01
Cell_90	-9.077358e+00
Cell_91	-3.736688e+00
Cell_92	-5.212085e+00
Cell_125	-2.223173e+00
Cell_126	-3.994054e+00
Cell_127	-1.723561e+00
Cell_128	-2.279385e+00
Cell_129	-6.121781e+00
Cell_130	-1.340448e+00
Cell_131	4.873616e+00
Cell_132	6.171851e+00
Cell_133	5.013567e+00
Cell_134	2.162816e+00
Cell_135	2.046766e-01
Cell_136	1.257180e+00
Cell_137	4.422005e+00
Cell_138	5.592023e+00
Cell_139	4.583857e+00
Cell_140	4.633407e+00
Cell_141	4.892334e+00
Cell_142	4.250135e+00
Cell_143	4.945853e+00
Cell_144	3.900150e+00
Cell_145	4.376187e+00
Cell_146	1.158570e+00
Cell_147	1.793150e+00
Cell_148	3.425165e+00
Cell_149	1.688656e+00
Cell_150	1.358818e+00
Cell_151	3.099507e+00
Cell_152	2.118399e+00
Cell_153	-1.561348e-01
Cell_154	3.159839e-02
Cell_155	5.336592e-01
Cell_156	-2.299014e+00
Cell_157	5.058260e+00
Cell_158	6.443666e+00
Cell_159	4.900268e+00
Cell_160	6.141885e-01
Cell_161	5.980665e+00
Cell_162	7.254754e+00
Cell_163	3.172296e+00
Cell_164	4.286256e+00
Cell_165	-1.716135e+00
Cell_166	4.000536e+00
Cell_167	3.976439e+00
Cell_168	-5.635353e-01
Cell_169	-5.078817e-01
Cell_170	2.550927e+00
Cell_171	3.030948e+00
Cell_172	2.327655e+00
Cell_173	4.056488e+00
Cell_174	-3.557998e-01
Cell_175	4.170872e+00
Cell_176	5.218128e+00
Cell_177	3.226980e+00
Cell_178	5.333033e+00
Cell_179	3.313311e+00
Cell_180	3.474454e+00
Cell_181	4.974782e+00
Cell_182	1.887189e+00
Cell_183	2.290091e+00
Cell_184	-5.649198e-01
Cell_185	7.620898e-01
Cell_186	-2.488199e-01
Cell_187	3.404353e+00
Cell_188	1.664758e+00
Cell_189	4.058459e+00
Cell_190	2.762734e-03
Cell_191	1.776892e+00
Cell_192	-2.961585e-01
Cell_193	-1.992163e+00
Cell_194	7.949463e-02
Cell_195	3.287353e+00
Cell_196	-1.328005e+00
Cell_197	2.038706e+00
Cell_198	1.753910e+00
Cell_199	3.666948e+00
Cell_200	5.248345e+00
Cell_201	1.890851e+00
Cell_202	8.277750e+00
Cell_203	3.437864e+00
Cell_204	1.000686e+01
Cell_205	-2.135275e+00
Cell_206	-2.954924e+00
Cell_207	3.397448e+00
Cell_208	-1.318262e+00
Cell_209	2.219180e+00
Cell_210	3.936340e+00
Cell_211	3.780088e+00
Cell_212	7.793772e+00
Cell_213	-2.037868e+00
Cell_214	-7.150657e+00
Cell_215	-8.331863e+00
Cell_216	-3.592774e+00
Cell_217	6.767690e+00
Cell_218	9.405941e+00
Cell_219	3.876156e+00
Cell_220	4.159318e+00
Cell_221	4.533781e-01
Cell_222	-2.231227e+00
Cell_223	7.544355e+00
Cell_224	-2.394776e+00
Cell_225	1.040313e+01
Cell_226	6.302990e+00
Cell_227	-5.692963e-01
Cell_228	8.438615e+00
Cell_229	3.636803e+00
Cell_230	-1.091839e+00
Cell_231	5.043302e+00
Cell_232	5.777231e-02
Cell_233	2.943115e+00
Cell_234	1.270967e+01
Cell_235	3.887601e+00
Cell_236	1.330065e+01
Cell_237	2.050504e+00
Cell_238	2.032089e+00
Cell_239	1.390524e+00
Cell_240	6.146502e+00
Cell_241	-6.475501e+00
Cell_242	-6.562878e+00
