Cell_243	-7.558684e+00
Cell_244	-1.141596e+01
Cell_245	-8.007978e+00
Cell_246	-7.906706e+00
Cell_247	-1.209529e+01
Cell_248	6.196701e+00
Cell_249	5.401656e+00
Cell_250	1.127024e+00
Cell_251	3.800341e+00
Cell_252	3.095263e+00
Cell_253	2.868307e+00
Cell_254	1.489185e+00
Cell_255	2.751792e+00
Cell_256	6.452498e+00
Cell_257	6.332141e+00
Cell_258	2.403302e+00
Cell_259	3.289106e+00
Cell_260	7.715479e+00
Cell_261	6.561038e+00
Cell_262	-1.841274e+00
Cell_263	6.996171e-01
Cell_264	8.378771e+00
Cell_265	2.733800e+00
Cell_266	3.554034e+00
Cell_267	4.401788e+00
Cell_268	-1.273359e+01
Cell_269	-4.077651e+00
Cell_270	-4.611257e+00
Cell_271	-6.401384e+00
Cell_272	-1.903112e+00
Cell_273	-9.649341e+00
Cell_274	-3.831702e+00
Cell_275	-4.626997e+00
Cell_276	-1.602177e+00
Cell_277	-2.108674e-01
Cell_278	1.151873e+00
Cell_279	-2.193237e+00
Cell_280	1.915371e+00
Cell_281	-3.067189e-01
Cell_282	2.318424e+00
Cell_283	-1.296237e+00
Cell_284	2.846699e+00
Cell_285	1.407971e+00
Cell_286	3.858485e+00
Cell_287	4.124832e+00
Cell_288	8.402531e+00
Cell_289	5.009607e+00
Cell_290	5.115452e+00
Cell_291	7.773110e+00
Cell_292	7.946844e+00
Cell_293	4.408718e+00
Cell_294	2.309825e+00
Cell_295	5.395612e+00
Cell_296	5.168034e+00
Cell_297	2.369936e+00
Cell_298	1.724112e+00
Cell_299	3.690455e-01
Cell_300	1.337369e+00
Cell_301	2.203724e+00
Cell_302	3.418082e+00
Cell_303	4.081917e+00
Cell_304	4.682417e+00
Cell_305	4.704702e+00
Cell_306	-5.001000e-01
Cell_307	-2.606117e+00
Cell_308	-2.909672e+00
Cell_309	-8.023900e+00
Cell_310	-6.975451e+00
Cell_311	-3.830452e+00
Cell_312	-5.980463e+00
Cell_313	-7.843896e+00
Cell_314	-1.195268e+01
Cell_315	-4.662115e+00
Cell_316	-2.009751e+00
Cell_317	-8.536789e+00
Cell_318	-9.442433e+00
Cell_319	-8.618623e+00
Cell_320	-1.234801e+00
Cell_321	-7.401135e+00
Cell_322	-7.974807e+00
Cell_323	-5.418405e+00
Cell_324	-1.013021e+01
Cell_325	-1.089186e+01
Cell_326	-8.220658e+00
Cell_327	1.474572e+00
Cell_328	5.170555e-01
Cell_329	-1.673923e+00
Cell_330	-4.183630e+00
Cell_331	1.201331e+00
Cell_332	-7.142735e-01
Cell_333	6.347816e+00
Cell_334	1.530491e+00
Cell_335	1.470083e+00
Cell_336	-3.053417e+00
Cell_337	-2.631205e-01
Cell_338	-3.234663e+00
Cell_339	-7.408065e-01
Cell_340	-3.257538e+00
Cell_341	-8.726522e-01
Cell_342	-1.430963e+01
Cell_343	-1.602883e+00
Cell_344	-3.054510e+00
Cell_345	-8.986071e-01
Cell_346	2.440198e+00
Cell_347	-2.406914e+00
Cell_348	1.313876e+00
Cell_349	1.029916e-01
Cell_350	1.675890e-01
Cell_351	2.607927e+00
Cell_352	-1.039967e+00
Cell_353	-9.018710e+00
Cell_354	-3.295938e+00
Cell_355	2.726460e-01
Cell_356	-7.013834e+00
Cell_357	-4.189452e-01
Cell_358	-2.088009e+01
Cell_359	-2.001883e+01
Cell_360	-1.995491e+01
Cell_361	-1.794489e+01
Cell_362	-1.995909e+01
Cell_363	-2.153138e+01
Cell_364	-2.044896e+01
Cell_365	-2.095588e+01
Cell_366	-1.740549e+01
Cell_367	-2.049943e+01
Cell_368	-2.293203e+01
Cell_369	-2.211870e+01
Cell_370	-2.069908e+01
Cell_371	-1.674318e+01
Cell_372	-2.059783e+01
Cell_373	-1.912404e+01
Cell_374	-2.180498e+01
Cell_375	-2.116051e+01
Cell_376	-1.970404e+01
Cell_377	-1.897325e+01
Cell_378	-1.758464e+01
Cell_379	-2.014563e+01
Cell_380	-2.128562e+01
Cell_381	-1.958862e+01
Cell_382	-2.055149e+01
Cell_383	-1.265960e+01
Cell_384	-2.044139e+01
Cell_385	-2.125702e+01
Cell_386	-2.444194e+01
Cell_387	-2.084809e+01
Cell_388	-2.114460e+01
Cell_389	-2.419860e+01
Cell_390	-2.250493e+01
Cell_391	-2.143508e+01
Cell_392	-2.413678e+01
Cell_393	-2.475701e+01
Cell_394	-2.073674e+01
Cell_395	-2.235593e+01
Cell_396	-1.822870e+01
Cell_397	-2.140699e+01
Cell_398	-2.040674e+01
Cell_399	-2.026064e+01
Cell_400	-2.103843e+01
Cell_401	-1.790179e+01
Cell_402	-2.474613e+01
Cell_403	-2.719524e+01
Cell_404	-2.622701e+01
Cell_405	-2.885196e+01
Cell_406	-1.152459e+01
Cell_407	-1.113271e+01
Cell_408	-1.340998e+01
Cell_409	-1.098214e+01
Cell_410	-1.300021e+01
Cell_411	-1.404562e+01
Cell_412	-1.532003e+01
Cell_413	-2.209765e+01
Cell_414	-2.201049e+01
Cell_415	-2.186176e+01
Cell_416	-1.886420e+01
Cell_417	-2.182614e+01
Cell_418	-2.085741e+01
Cell_419	-2.091295e+01
Cell_420	-2.178322e+01
Cell_421	-1.959430e+01
Cell_422	-2.258995e+01
Cell_423	-2.016672e+01
Cell_424	-2.050377e+01
Cell_425	-2.327541e+01
Cell_426	-2.206350e+01
Cell_427	-2.113700e+01
Cell_428	-1.663910e+01
Cell_429	-2.165811e+01
Cell_430	-2.306627e+01
Cell_431	-2.134947e+01
Cell_432	-1.638862e+01
Cell_433	-2.305225e+01
Cell_434	-2.187874e+01
Cell_435	-2.318680e+01
Cell_436	-2.046340e+01
Cell_437	-2.107963e+01
Cell_438	-1.867836e+01
Cell_439	-1.972393e+01
Cell_440	-2.250317e+01
Cell_441	-2.202130e+01
Cell_442	-2.041028e+01
Cell_443	-2.100776e+01
Cell_444	5.690607e+00
Cell_445	7.424437e+00
Cell_446	7.991612e+00
Cell_447	8.506134e+00
Cell_448	7.472409e+00
Cell_449	6.863153e+00
Cell_450	7.242398e+00
Cell_451	7.841434e+00
Cell_452	8.001857e+00
