Cell_1,0.00243953
Cell_2,0.002481187
Cell_3,0.005031772
Cell_4,0.008972635
Cell_5,0.004662214
Cell_6,0.004686669
Cell_7,0.000926095
Cell_8,0
Cell_9,0.001332515
Cell_10,0.003864661
Cell_11,0.001187382
Cell_12,0.001175977
Cell_15,0.023814298
Cell_16,0.036207733
Cell_17,0.040763421
Cell_18,0.036546126
Cell_19,0.073577469
Cell_20,0.013169874
Cell_21,0.072602351
Cell_22,0.027640945
Cell_23,0.031410443
Cell_24,0.018716638
Cell_25,0.065460672
Cell_26,0.038518632
Cell_27,0.275936297
Cell_28,0.273973579
Cell_29,0.274013175
Cell_30,0.277816975
Cell_31,0.280035198
Cell_32,0.277672261
Cell_33,0.275721551
Cell_34,0.275076684
Cell_35,0.138513897
Cell_36,0.215352139
Cell_37,0.211385209
Cell_38,0.211639745
Cell_39,0.270323939
Cell_40,0.270089299
Cell_41,0.27414077
Cell_42,0.270181577
Cell_43,0.271951989
Cell_44,0.272593375
Cell_45,0.27259392
Cell_46,0.274580116
Cell_47,0.295365755
Cell_48,0.296453771
Cell_49,0.266814223
Cell_50,0.295223296
Cell_51,0.297823991
Cell_52,0.297679916
Cell_53,0.297819969
Cell_54,0.266789542
Cell_55,0.297706961
Cell_56,0.296484936
Cell_57,0.296089327
Cell_58,0.289128042
Cell_59,0.297693038
Cell_60,0.289113011
Cell_61,0.296137265
Cell_62,0.29663935
Cell_63,0.24793933
Cell_64,0.249690483
Cell_65,0.268462871
Cell_66,0.249690483
Cell_67,0.268462871
Cell_68,0.249690483
Cell_69,0.249690483
Cell_70,0.249690483
Cell_71,0.249690483
Cell_72,0.249690483
Cell_73,0.249690483
Cell_74,0.249690483
Cell_75,0.265589826
Cell_76,0.249690483
Cell_77,0.386491185
Cell_78,0.386491185
Cell_79,0.386491185
Cell_80,0.386491185
Cell_81,0.386491185
Cell_82,0.386491185
Cell_83,0.386491185
Cell_84,0.386491185
Cell_85,0.386491185
Cell_86,0.386491185
Cell_87,0.412318634
Cell_88,0.500684086
Cell_89,0.412318634
Cell_90,0.500684086
Cell_91,0.500684086
Cell_92,0.500684086
Cell_125,0.723988787
Cell_126,0.720009254
Cell_127,0.723189905
Cell_128,0.723316433
Cell_129,0.728220927
Cell_130,0.723486121
Cell_131,0.698718801
Cell_132,0.630185921
Cell_133,0.699527737
Cell_134,0.633306554
Cell_135,0.636593005
Cell_136,0.632842664
Cell_137,0.708697114
Cell_138,0.632229266
Cell_139,0.708304883
Cell_140,0.702776151
Cell_141,0.631094181
Cell_142,0.632125149
Cell_143,0.636918314
Cell_144,0.705900732
Cell_145,0.635125269
Cell_146,0.710450576
Cell_147,0.714606295
Cell_148,0.637854568
Cell_149,0.708136702
Cell_150,0.628389425
Cell_151,0.704908364
Cell_152,0.700556011
Cell_153,0.717797436
Cell_154,0.638351857
Cell_155,0.709298994
Cell_156,0.709633103
Cell_157,0.702855657
Cell_158,0.627362116
Cell_159,0.634022602
Cell_160,0.705743106
Cell_161,0.631681298
Cell_162,0.630105441
Cell_163,0.631180923
Cell_164,0.630148364
Cell_165,0.633119511
Cell_166,0.629218994
Cell_167,0.635988959
Cell_168,0.631650379
Cell_169,0.632735692
Cell_170,0.608718881
Cell_171,0.624605235
Cell_172,0.606343204
Cell_173,0.611633232
Cell_174,0.609017355
Cell_175,0.613820622
Cell_176,0.614927855
Cell_177,0.606898324
Cell_178,0.606751589
Cell_179,0.608743082
Cell_180,0.613751328
Cell_181,0.607705311
Cell_182,0.604555886
